Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Analine_DESeq_normData
Work Source: Analine_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:40.28
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 3891
Total Run Time: 4 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0051606	3	detection of stimulus	76	201	5	3	2	5	5	5	5	2	2	78	199	18797	0.94752	0.20628	0.20628	1.0	103909302;100884131	opn8c;opn4b	ENSDARG00000043479;ENSDARG00000053929		0.498201	0.498201	0.356821	0.199941513448308	0.5465887946133873	0.18786657889285477	0.21967150000000002	0.21967150000000002	0.196915	0.03218255093214306	0.22745999093308494	0.03023897158420736	1.1669735	1.1669735	0.646577	0.73595178811149	1.3450810043112573	0.6915059423031243									0.639581;0.356821	0.242428;0.196915	1.68737;0.646577	0	2	0															2	103909302;100884131	ENSDARG00000043479;ENSDARG00000053929	0.498201	0.498201	0.199941513448308	0.21967150000000002	0.21967150000000002	0.03218255093214306	1.1669735	1.1669735	0.73595178811149	0.639581;0.356821	0.242428;0.196915	1.68737;0.646577	0						Poly 2,2(1)	2.512033154780126	5.423814058303833	1.6900806427001953	3.7337334156036377	1.4450807341107155	2.7119070291519165	0.22109620000000008	0.7753057999999999	0.17506876000000002	0.26427424	0.14699635999999994	2.18695064	DOWN	0.0	1.0	0.0	
GO:0051607	6	defense response to virus	23	64	2	2	1	2	2	2	2	1	1	79	63	18933	0.97039	0.23617	0.23617	1.56	100270764	cd40	ENSDARG00000054968		0.68336	0.68336	0.68336		0.68336		0.239014	0.239014	0.239014		0.239014		1.95378	1.95378	1.95378		1.95378										0.68336	0.239014	1.95378	0	1	0															1	100270764	ENSDARG00000054968	0.68336	0.68336		0.239014	0.239014		1.95378	1.95378		0.68336	0.239014	1.95378	0						Poly 2,1(1)	2.6851003170013428	2.6851003170013428	2.6851003170013428	2.6851003170013428	0.0	2.6851003170013428	0.68336	0.68336	0.239014	0.239014	1.95378	1.95378	DOWN	0.0	1.0	0.0	
GO:0051610	6	serotonin uptake	1	2	1	0	0	1	1	0	1	0	0	80	2	18994	0.99163	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051640	3	organelle localization	216	228	13	9	1	10	10	10	13	1	1	79	227	18769	0.75202	0.61861	0.61861	0.44	561905	mlpha	ENSDARG00000070991		0.403024	0.403024	0.403024		0.403024		0.208089	0.208089	0.208089		0.208089		0.780573	0.780573	0.780573		0.780573										0.403024	0.208089	0.780573	0	1	0															1	561905	ENSDARG00000070991	0.403024	0.403024		0.208089	0.208089		0.780573	0.780573		0.403024	0.208089	0.780573	0						Poly 2,1(1)	1.6839799880981445	1.6839799880981445	1.6839799880981445	1.6839799880981445	0.0	1.6839799880981445	0.403024	0.403024	0.208089	0.208089	0.780573	0.780573	DOWN	0.0	1.0	0.0	
GO:0051641	3	cellular localization	1204	1246	39	26	4	31	31	30	39	4	4	76	1242	17754	0.39451	0.77536	0.81938	0.32	561905;558856;541379;30725	mlpha;sec22c;cog8;chrna1	ENSDARG00000070991;ENSDARG00000063387;ENSDARG00000002798;ENSDARG00000009021		1.54867875	0.6086655	0.403024	2.0217483101443623	1.0826618736154736	1.6888090475045596	0.816162	0.2335295	0.208089	1.1822945270670362	0.5692428287346865	0.9744297863521546	3.03161575	1.6326300000000002	0.780573	3.4225090001165692	2.1136854860938774	2.932074134345202									0.403024;4.57436;0.490604;0.726727	0.208089;2.5895;0.228082;0.238977	0.780573;8.08063;1.05529;2.20997	2	2	2	558856;541379	ENSDARG00000063387;ENSDARG00000002798	2.5324820000000003	2.5324820000000003	2.8876515603112503	1.4087910000000001	1.4087910000000001	1.6697746810159748	4.567959999999999	4.567959999999999	4.9676655541410994	4.57436;0.490604	2.5895;0.228082	8.08063;1.05529	2	561905;30725	ENSDARG00000070991;ENSDARG00000009021	0.5648755	0.5648755	0.22889258639042911	0.22353299999999998	0.22353299999999998	0.02184111425729024	1.4952715	1.4952715	1.0107363117077077	0.403024;0.726727	0.208089;0.238977	0.780573;2.20997	0						Linear,1(0.25);Poly 2,3(0.75)	1.801661830965632	7.251154065132141	1.5586624145507812	2.0571155548095703	0.23099745933743002	1.8176880478858948	-0.43263459394147463	3.529992093941474	-0.34248663652569544	1.9748106365256954	-0.32244307011423645	6.385674570114237	CONFLICT	0.5	0.5	0.0	
GO:0051647	4	nucleus localization	17	17	1	1	0	1	1	1	1	0	0	80	17	18979	0.93102	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051648	4	vesicle localization	74	77	7	5	1	5	5	5	7	1	1	79	76	18920	0.95849	0.27693	0.27693	1.3	561905	mlpha	ENSDARG00000070991		0.403024	0.403024	0.403024		0.403024		0.208089	0.208089	0.208089		0.208089		0.780573	0.780573	0.780573		0.780573										0.403024	0.208089	0.780573	0	1	0															1	561905	ENSDARG00000070991	0.403024	0.403024		0.208089	0.208089		0.780573	0.780573		0.403024	0.208089	0.780573	0						Poly 2,1(1)	1.6839799880981445	1.6839799880981445	1.6839799880981445	1.6839799880981445	0.0	1.6839799880981445	0.403024	0.403024	0.208089	0.208089	0.780573	0.780573	DOWN	0.0	1.0	0.0	
GO:0051649	4	establishment of localization in cell	904	945	37	23	2	28	28	26	37	2	2	78	943	18053	0.23554	0.91169	0.44015	0.21	561905;558856	mlpha;sec22c	ENSDARG00000070991;ENSDARG00000063387		2.4886920000000003	2.4886920000000003	0.403024	2.9495799722075686	1.278038317710774	2.4018029343739005	1.3987945000000002	1.3987945000000002	0.208089	1.683911866892237	0.7076336833709709	1.3711865761353874	4.4306015	4.4306015	0.780573	5.161919807748324	2.3118939952650086	4.203281232606706									0.403024;4.57436	0.208089;2.5895	0.780573;8.08063	1	1	1	558856	ENSDARG00000063387	4.57436	4.57436		2.5895	2.5895		8.08063	8.08063		4.57436	2.5895	8.08063	1	561905	ENSDARG00000070991	0.403024	0.403024		0.208089	0.208089		0.780573	0.780573		0.403024	0.208089	0.780573	0						Linear,1(0.5);Poly 2,1(0.5)	1.8612204134665857	3.741095542907715	1.6839799880981445	2.0571155548095703	0.26384668952353457	1.8705477714538574	-1.59921728	6.57660128	-0.9349882799999996	3.732577279999999	-2.723454359999998	11.584657359999998	CONFLICT	0.5	0.5	0.0	
GO:0051650	5	establishment of vesicle localization	70	73	6	4	1	4	4	4	6	1	1	79	72	18924	0.96232	0.26462	0.26462	1.37	561905	mlpha	ENSDARG00000070991		0.403024	0.403024	0.403024		0.403024		0.208089	0.208089	0.208089		0.208089		0.780573	0.780573	0.780573		0.780573										0.403024	0.208089	0.780573	0	1	0															1	561905	ENSDARG00000070991	0.403024	0.403024		0.208089	0.208089		0.780573	0.780573		0.403024	0.208089	0.780573	0						Poly 2,1(1)	1.6839799880981445	1.6839799880981445	1.6839799880981445	1.6839799880981445	0.0	1.6839799880981445	0.403024	0.403024	0.208089	0.208089	0.780573	0.780573	DOWN	0.0	1.0	0.0	
GO:0051651	3	maintenance of location in cell	30	32	5	5	4	5	5	5	5	4	4	76	28	18968	1.0	9.4304E-6	9.4304E-6	12.5	100006523;559768;553552;436651	fthl28;fthl30;fthl31;fthl27	ENSDARG00000076221;ENSDARG00000077360;ENSDARG00000094210;ENSDARG00000031776		3.6905025	3.619685	2.96773	0.6531032557145927	3.666045162248328	0.6306423704375506	2.2438175	2.23107	1.92986	0.2671593764497152	2.2346934141270802	0.2586092773092826	6.08507	5.872574999999999	4.56376	1.4367534777407012	6.028309852196333	1.3853799318544102	0.5	3.293365	2.5	4.0876399999999995	2.0803599999999998	2.4072750000000003	5.2173300000000005	6.95281	3.619;2.96773;3.62037;4.55491	2.23086;1.92986;2.23128;2.58327	5.8709;4.56376;5.87425;8.03137	4	0	4	100006523;559768;553552;436651	ENSDARG00000076221;ENSDARG00000077360;ENSDARG00000094210;ENSDARG00000031776	3.6905025	3.619685	0.6531032557145927	2.2438175	2.23107	0.2671593764497152	6.08507	5.872574999999999	1.4367534777407012	3.619;2.96773;3.62037;4.55491	2.23086;1.92986;2.23128;2.58327	5.8709;4.56376;5.87425;8.03137	0															0						Linear,4(1)	4.9151243994740375	22.771864533424377	1.71648371219635	7.905994892120361	2.7509656046499504	6.574692964553833	3.0504613093997	4.3305436906003	1.98200131107928	2.50563368892072	4.677051591814114	7.493088408185888	UP	1.0	0.0	0.0	
GO:0051653	4	spindle localization	31	33	1	1	0	1	1	1	1	0	0	80	33	18963	0.8704	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051656	4	establishment of organelle localization	141	150	7	5	1	5	5	5	7	1	1	79	149	18847	0.8692	0.46893	0.46893	0.67	561905	mlpha	ENSDARG00000070991		0.403024	0.403024	0.403024		0.403024		0.208089	0.208089	0.208089		0.208089		0.780573	0.780573	0.780573		0.780573										0.403024	0.208089	0.780573	0	1	0															1	561905	ENSDARG00000070991	0.403024	0.403024		0.208089	0.208089		0.780573	0.780573		0.403024	0.208089	0.780573	0						Poly 2,1(1)	1.6839799880981445	1.6839799880981445	1.6839799880981445	1.6839799880981445	0.0	1.6839799880981445	0.403024	0.403024	0.208089	0.208089	0.780573	0.780573	DOWN	0.0	1.0	0.0	
GO:0051668	4	localization within membrane	253	261	6	6	1	5	5	5	6	1	1	79	260	18736	0.70072	0.6686	1.0	0.38	30725	chrna1	ENSDARG00000009021		0.726727	0.726727	0.726727		0.726727		0.238977	0.238977	0.238977		0.238977		2.20997	2.20997	2.20997		2.20997										0.726727	0.238977	2.20997	0	1	0															1	30725	ENSDARG00000009021	0.726727	0.726727		0.238977	0.238977		2.20997	2.20997		0.726727	0.238977	2.20997	0						Poly 2,1(1)	1.951396107673645	1.951396107673645	1.951396107673645	1.951396107673645	0.0	1.951396107673645	0.726727	0.726727	0.238977	0.238977	2.20997	2.20997	DOWN	0.0	1.0	0.0	
GO:0051693	9	actin filament capping	33	36	1	1	0	1	1	1	1	0	0	80	36	18960	0.85948	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051707	4	response to other organism	208	347	18	12	6	12	12	11	18	4	4	76	343	18653	0.98468	0.058058	0.058058	1.15	100270764;799320;795414;406452	cd40;znf365;relb;sqstm1	ENSDARG00000054968;ENSDARG00000087985;ENSDARG00000086173;ENSDARG00000075014		1.4329847500000001	0.7125405	0.390378	1.662784845752726	0.9745451384721567	1.244940825348132	0.7587075	0.2385215	0.205357	1.0625967590704388	0.4723308698364555	0.7876146718323319	2.88189025	2.13253	0.742101	2.516905237841422	2.174595601196895	1.981796035404394									0.68336;0.390378;3.91648;0.741721	0.239014;0.205357;2.35243;0.238029	1.95378;0.742101;6.5204;2.31128	1	3	1	795414	ENSDARG00000086173	3.91648	3.91648		2.35243	2.35243		6.5204	6.5204		3.91648	2.35243	6.5204	3	100270764;799320;406452	ENSDARG00000054968;ENSDARG00000087985;ENSDARG00000075014	0.605153	0.68336	0.1882756677029716	0.22746666666666668	0.238029	0.019153865832602396	1.6690536666666667	1.95378	0.8224247668816483	0.68336;0.390378;0.741721	0.239014;0.205357;0.238029	1.95378;0.742101;2.31128	0						Linear,1(0.25);Poly 2,3(0.75)	2.433076166096824	10.49092972278595	1.6990283727645874	4.334602355957031	1.226244299608011	2.2286494970321655	-0.19654439883767139	3.062513898837671	-0.28263732388902973	1.8000523238890298	0.4153231169154066	5.348457383084593	DOWN	0.25	0.75	0.0	
GO:0051716	3	cellular response to stimulus	882	982	30	23	13	25	25	24	30	13	13	67	969	18027	0.99995	2.0959E-4	2.0959E-4	1.32	103909302;100884131;100270764;100141481;798846;795414;791518;678514;564644;560210;541344;393136;30671	opn8c;opn4b;cd40;ccl39.3;hspa1b;relb;hmox1a;zgc:136472;nsmce2;hsp70l;prdx1;cpne3;hsp70.3	ENSDARG00000043479;ENSDARG00000053929;ENSDARG00000054968;ENSDARG00000100295;ENSDARG00000056210;ENSDARG00000086173;ENSDARG00000027529;ENSDARG00000058445;ENSDARG00000076379;ENSDARG00000055723;ENSDARG00000058734;ENSDARG00000104177;ENSDARG00000021924		2.0832773846153843	0.68336	0.315718	1.7850547430362158	2.5305400548509214	1.9091562498055474	1.1876554615384616	0.243737	0.183152	1.098434909044957	1.440154044965234	1.141461868204515	3.749683923076923	1.95378	0.544234	2.8694086054174552	4.525715864778861	3.174915899950127									0.639581;0.356821;0.68336;2.69886;3.69981;3.91648;3.86685;0.676198;0.315718;0.658254;4.0996;0.541544;4.92953	0.242428;0.196915;0.239014;1.78858;2.26292;2.35243;2.33241;0.242553;0.183152;0.243737;2.42279;0.232352;2.70024	1.68737;0.646577;1.95378;4.07241;6.04908;6.5204;6.41076;1.88513;0.544234;1.77773;6.93694;1.26218;8.9993	8	5	8	100141481;798846;795414;791518;564644;560210;541344;30671	ENSDARG00000100295;ENSDARG00000056210;ENSDARG00000086173;ENSDARG00000027529;ENSDARG00000076379;ENSDARG00000055723;ENSDARG00000058734;ENSDARG00000021924	3.0231377499999996	3.78333	1.681362176066074	1.7857823750000001	2.297665	1.0025609315923942	5.16385675	6.22992	2.8292116864998564	2.69886;3.69981;3.91648;3.86685;0.315718;0.658254;4.0996;4.92953	1.78858;2.26292;2.35243;2.33241;0.183152;0.243737;2.42279;2.70024	4.07241;6.04908;6.5204;6.41076;0.544234;1.77773;6.93694;8.9993	5	103909302;100884131;100270764;678514;393136	ENSDARG00000043479;ENSDARG00000053929;ENSDARG00000054968;ENSDARG00000058445;ENSDARG00000104177	0.5795008	0.639581	0.13672392286904275	0.2306524	0.239014	0.019308716873474983	1.4870074	1.68737	0.5416165740759781	0.639581;0.356821;0.68336;0.676198;0.541544	0.242428;0.196915;0.239014;0.242553;0.232352	1.68737;0.646577;1.95378;1.88513;1.26218	0						Linear,6(0.47);Poly 2,7(0.54)	2.4683598193202525	34.75888407230377	1.6866263151168823	5.70545768737793	1.2243472360349572	2.3367104530334473	1.1129105727051194	3.0536441965256502	0.5905394431423399	1.7847714799345833	2.189855636931008	5.309512209222838	UP	0.6153846153846154	0.38461538461538464	0.0	
GO:0051726	5	regulation of cell cycle	348	422	9	5	1	8	8	7	9	1	1	79	421	18575	0.46882	0.8336	1.0	0.24	322854	anapc5	ENSDARG00000008461		0.3406	0.3406	0.3406		0.34059999999999996		0.191621	0.191621	0.191621		0.19162099999999999		0.605408	0.605408	0.605408		0.605408										0.3406	0.191621	0.605408	0	1	0															1	322854	ENSDARG00000008461	0.3406	0.3406		0.191621	0.191621		0.605408	0.605408		0.3406	0.191621	0.605408	0						Poly 2,1(1)	1.7695090770721436	1.7695090770721436	1.7695090770721436	1.7695090770721436	0.0	1.7695090770721436	0.3406	0.3406	0.191621	0.191621	0.605408	0.605408	DOWN	0.0	1.0	0.0	
GO:0051754	7	meiotic sister chromatid cohesion, centromeric	4	4	1	0	0	1	1	1	1	0	0	80	4	18992	0.98333	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051764	7	actin crosslink formation	8	9	1	0	0	0	0	0	1	0	0	80	9	18987	0.96288	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051765	6	inositol tetrakisphosphate kinase activity	7	8	1	0	0	0	0	0	1	0	0	80	8	18988	0.96693	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051766	6	inositol trisphosphate kinase activity	7	8	1	0	0	0	0	0	1	0	0	80	8	18988	0.96693	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051782	6	negative regulation of cell division	5	5	1	0	0	1	1	1	1	0	0	80	5	18991	0.9792	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051783	7	regulation of nuclear division	41	45	2	1	1	2	2	2	2	1	1	79	44	18952	0.9847	0.17249	0.17249	2.22	322854	anapc5	ENSDARG00000008461		0.3406	0.3406	0.3406		0.34059999999999996		0.191621	0.191621	0.191621		0.19162099999999999		0.605408	0.605408	0.605408		0.605408										0.3406	0.191621	0.605408	0	1	0															1	322854	ENSDARG00000008461	0.3406	0.3406		0.191621	0.191621		0.605408	0.605408		0.3406	0.191621	0.605408	0						Poly 2,1(1)	1.7695090770721436	1.7695090770721436	1.7695090770721436	1.7695090770721436	0.0	1.7695090770721436	0.3406	0.3406	0.191621	0.191621	0.605408	0.605408	DOWN	0.0	1.0	0.0	
GO:0051784	8	negative regulation of nuclear division	20	23	1	0	0	1	1	1	1	0	0	80	23	18973	0.90781	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051785	8	positive regulation of nuclear division	11	11	1	1	1	1	1	1	1	1	1	79	10	18986	0.99907	0.045188	0.045188	9.09	322854	anapc5	ENSDARG00000008461		0.3406	0.3406	0.3406		0.34059999999999996		0.191621	0.191621	0.191621		0.19162099999999999		0.605408	0.605408	0.605408		0.605408		0.0	0.3406			0.191621		0.605408		0.3406	0.191621	0.605408	0	1	0															1	322854	ENSDARG00000008461	0.3406	0.3406		0.191621	0.191621		0.605408	0.605408		0.3406	0.191621	0.605408	0						Poly 2,1(1)	1.7695090770721436	1.7695090770721436	1.7695090770721436	1.7695090770721436	0.0	1.7695090770721436	0.3406	0.3406	0.191621	0.191621	0.605408	0.605408	DOWN	0.0	1.0	0.0	
GO:0051787	4	misfolded protein binding	22	22	3	3	3	3	3	3	3	3	3	77	19	18977	1.0	1.0326E-4	1.0326E-4	13.64	798846;560210;30671	hspa1b;hsp70l;hsp70.3	ENSDARG00000056210;ENSDARG00000055723;ENSDARG00000021924		3.095864666666666	3.69981	0.658254	2.1987524056349175	3.3318597886030097	2.150331344162632	1.7356323333333332	2.26292	0.243737	1.3103915292065702	1.8671848550887267	1.2679106277921448	5.608703333333334	6.04908	1.77773	3.630870009052009	6.021175648071061	3.5983063937992394	0.5	2.179032	1.5	4.31467	1.2533284999999998	2.48158	3.913405	7.52419	3.69981;0.658254;4.92953	2.26292;0.243737;2.70024	6.04908;1.77773;8.9993	3	0	3	798846;560210;30671	ENSDARG00000056210;ENSDARG00000055723;ENSDARG00000021924	3.095864666666666	3.69981	2.1987524056349175	1.7356323333333332	2.26292	1.3103915292065702	5.608703333333334	6.04908	3.630870009052009	3.69981;0.658254;4.92953	2.26292;0.243737;2.70024	6.04908;1.77773;8.9993	0															0						Linear,2(0.67);Poly 2,1(0.34)	3.0318126599005337	10.2809419631958	1.6967229843139648	5.70545768737793	2.0598293211518355	2.8787612915039062	0.60774209184834	5.5839872414849925	0.2527847251561446	3.218479941510522	1.4999871301806502	9.717419536486016	UP	1.0	0.0	0.0	
GO:0051875	5	pigment granule localization	27	27	3	3	0	2	2	2	3	0	0	80	27	18969	0.89266	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051876	7	pigment granule dispersal	2	2	1	1	1	1	1	1	1	1	1	79	1	18995	0.99998	0.0083701	0.0083701	50.0	561905	mlpha	ENSDARG00000070991		0.403024	0.403024	0.403024		0.403024		0.208089	0.208089	0.208089		0.208089		0.780573	0.780573	0.780573		0.780573		0.0	0.403024	0.0	0.403024	0.208089	0.208089	0.780573	0.780573	0.403024	0.208089	0.780573	0	1	0															1	561905	ENSDARG00000070991	0.403024	0.403024		0.208089	0.208089		0.780573	0.780573		0.403024	0.208089	0.780573	0						Poly 2,1(1)	1.6839799880981445	1.6839799880981445	1.6839799880981445	1.6839799880981445	0.0	1.6839799880981445	0.403024	0.403024	0.208089	0.208089	0.780573	0.780573	DOWN	0.0	1.0	0.0	
GO:0051896	7	regulation of protein kinase B signaling	28	30	1	1	0	1	1	1	1	0	0	80	30	18966	0.88146	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051899	5	membrane depolarization	10	10	1	1	0	1	1	1	1	0	0	80	10	18986	0.95884	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051904	5	pigment granule transport	24	24	2	2	0	1	1	1	2	0	0	80	24	18972	0.904	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051905	6	establishment of pigment granule localization	26	27	3	3	1	2	2	2	3	1	1	79	26	18970	0.9943	0.10734	0.10734	3.7	561905	mlpha	ENSDARG00000070991		0.403024	0.403024	0.403024		0.403024		0.208089	0.208089	0.208089		0.208089		0.780573	0.780573	0.780573		0.780573										0.403024	0.208089	0.780573	0	1	0															1	561905	ENSDARG00000070991	0.403024	0.403024		0.208089	0.208089		0.780573	0.780573		0.403024	0.208089	0.780573	0						Poly 2,1(1)	1.6839799880981445	1.6839799880981445	1.6839799880981445	1.6839799880981445	0.0	1.6839799880981445	0.403024	0.403024	0.208089	0.208089	0.780573	0.780573	DOWN	0.0	1.0	0.0	
GO:0051916	5	granulocyte colony-stimulating factor binding	1	4	1	1	0	0	0	0	1	0	0	80	4	18992	0.98333	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051920	4	peroxiredoxin activity	7	7	1	1	1	1	1	1	1	1	1	79	6	18990	0.99964	0.028994	0.028994	14.29	541344	prdx1	ENSDARG00000058734		4.0996	4.0996	4.0996		4.0996		2.42279	2.42279	2.42279		2.42279		6.93694	6.93694	6.93694		6.93694		0.0	4.0996	0.0	4.0996	2.42279	2.42279	6.93694	6.93694	4.0996	2.42279	6.93694	1	0	1	541344	ENSDARG00000058734	4.0996	4.0996		2.42279	2.42279		6.93694	6.93694		4.0996	2.42279	6.93694	0															0						Linear,1(1)	2.3367104530334473	2.3367104530334473	2.3367104530334473	2.3367104530334473	0.0	2.3367104530334473	4.0996	4.0996	2.42279	2.42279	6.93694	6.93694	UP	1.0	0.0	0.0	
GO:0051922	7	cholesterol sulfotransferase activity	39	49	1	1	0	1	1	1	1	0	0	80	49	18947	0.81368	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051923	5	sulfation	20	23	1	1	0	1	1	1	1	0	0	80	23	18973	0.90781	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051924	8	regulation of calcium ion transport	49	51	1	1	0	1	1	1	1	0	0	80	51	18945	0.80685	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051960	6	regulation of nervous system development	165	176	5	5	0	5	5	5	5	0	0	80	176	18820	0.47565	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051962	6	positive regulation of nervous system development	68	70	3	3	0	3	3	3	3	0	0	80	70	18926	0.74474	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051972	6	regulation of telomerase activity	6	6	1	1	0	1	1	1	1	0	0	80	6	18990	0.9751	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051973	7	positive regulation of telomerase activity	5	5	1	1	0	1	1	1	1	0	0	80	5	18991	0.9792	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051983	5	regulation of chromosome segregation	37	39	2	1	1	2	2	2	2	1	1	79	38	18958	0.98836	0.15131	0.15131	2.56	322854	anapc5	ENSDARG00000008461		0.3406	0.3406	0.3406		0.34059999999999996		0.191621	0.191621	0.191621		0.19162099999999999		0.605408	0.605408	0.605408		0.605408										0.3406	0.191621	0.605408	0	1	0															1	322854	ENSDARG00000008461	0.3406	0.3406		0.191621	0.191621		0.605408	0.605408		0.3406	0.191621	0.605408	0						Poly 2,1(1)	1.7695090770721436	1.7695090770721436	1.7695090770721436	1.7695090770721436	0.0	1.7695090770721436	0.3406	0.3406	0.191621	0.191621	0.605408	0.605408	DOWN	0.0	1.0	0.0	
GO:0051985	6	negative regulation of chromosome segregation	16	17	1	0	0	1	1	1	1	0	0	80	17	18979	0.93102	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051994	6	P-methyltransferase activity	33	34	1	1	0	1	1	1	1	0	0	80	34	18962	0.86674	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0052547	6	regulation of peptidase activity	108	139	2	0	0	1	1	1	2	0	0	80	139	18857	0.55639	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0052652	8	cyclic purine nucleotide metabolic process	27	31	1	1	1	1	1	1	1	1	1	79	30	18966	0.99254	0.12224	0.12224	3.23	560719	si:dkey-206f10.1	ENSDARG00000032838		4.25123	4.25123	4.25123		4.25123		2.4786	2.4786	2.4786		2.4786		7.29158	7.29158	7.29158		7.29158										4.25123	2.4786	7.29158	0	1	0															1	560719	ENSDARG00000032838	4.25123	4.25123		2.4786	2.4786		7.29158	7.29158		4.25123	2.4786	7.29158	0						Linear,1(1)	2.123363494873047	2.123363494873047	2.123363494873047	2.123363494873047	0.0	2.123363494873047	4.25123	4.25123	2.4786	2.4786	7.29158	7.29158	DOWN	0.0	1.0	0.0	
